transaction_date,outlet,meal_name,covers,unit_price_taka,gross_revenue_taka,day_name,week_number,month,day_idx
06/01/2023,Star Kabab - Purana Paltan,Kabab Roll,77,150,11550,Friday,1,Jan-2023,735
06/01/2023,Star Kabab - Purana Paltan,Chicken Boti,80,200,16000,Friday,1,Jan-2023,735
07/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,77,320,24640,Saturday,1,Jan-2023,736
07/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,48,250,12000,Saturday,1,Jan-2023,736
07/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,37,480,17760,Saturday,1,Jan-2023,736
07/01/2023,Star Kabab - Purana Paltan,Kabab Roll,104,150,15600,Saturday,1,Jan-2023,736
07/01/2023,Star Kabab - Purana Paltan,Chicken Boti,63,200,12600,Saturday,1,Jan-2023,736
08/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,53,320,16960,Sunday,1,Jan-2023,737
08/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,45,250,11250,Sunday,1,Jan-2023,737
08/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,24,480,11520,Sunday,1,Jan-2023,737
08/01/2023,Star Kabab - Purana Paltan,Kabab Roll,70,150,10500,Sunday,1,Jan-2023,737
08/01/2023,Star Kabab - Purana Paltan,Chicken Boti,43,200,8600,Sunday,1,Jan-2023,737
09/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,52,320,16640,Monday,2,Jan-2023,738
09/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,55,250,13750,Monday,2,Jan-2023,738
09/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,18,480,8640,Monday,2,Jan-2023,738
09/01/2023,Star Kabab - Purana Paltan,Kabab Roll,66,150,9900,Monday,2,Jan-2023,738
09/01/2023,Star Kabab - Purana Paltan,Chicken Boti,49,200,9800,Monday,2,Jan-2023,738
10/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,24,320,7680,Tuesday,2,Jan-2023,739
10/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,51,250,12750,Tuesday,2,Jan-2023,739
10/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,15,480,7200,Tuesday,2,Jan-2023,739
10/01/2023,Star Kabab - Purana Paltan,Kabab Roll,91,150,13650,Tuesday,2,Jan-2023,739
10/01/2023,Star Kabab - Purana Paltan,Chicken Boti,23,200,4600,Tuesday,2,Jan-2023,739
11/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,42,320,13440,Wednesday,2,Jan-2023,740
11/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,49,250,12250,Wednesday,2,Jan-2023,740
11/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,23,480,11040,Wednesday,2,Jan-2023,740
11/01/2023,Star Kabab - Purana Paltan,Kabab Roll,56,150,8400,Wednesday,2,Jan-2023,740
11/01/2023,Star Kabab - Purana Paltan,Chicken Boti,56,200,11200,Wednesday,2,Jan-2023,740
12/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,48,320,15360,Thursday,2,Jan-2023,741
12/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,22,250,5500,Thursday,2,Jan-2023,741
12/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,4,480,1920,Thursday,2,Jan-2023,741
12/01/2023,Star Kabab - Purana Paltan,Kabab Roll,62,150,9300,Thursday,2,Jan-2023,741
12/01/2023,Star Kabab - Purana Paltan,Chicken Boti,44,200,8800,Thursday,2,Jan-2023,741
13/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,66,320,21120,Friday,2,Jan-2023,742
13/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,72,250,18000,Friday,2,Jan-2023,742
13/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,50,480,24000,Friday,2,Jan-2023,742
13/01/2023,Star Kabab - Purana Paltan,Kabab Roll,117,150,17550,Friday,2,Jan-2023,742
13/01/2023,Star Kabab - Purana Paltan,Chicken Boti,52,200,10400,Friday,2,Jan-2023,742
14/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,64,320,20480,Saturday,2,Jan-2023,743
14/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,60,250,15000,Saturday,2,Jan-2023,743
14/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,30,480,14400,Saturday,2,Jan-2023,743
14/01/2023,Star Kabab - Purana Paltan,Kabab Roll,58,150,8700,Saturday,2,Jan-2023,743
14/01/2023,Star Kabab - Purana Paltan,Chicken Boti,85,200,17000,Saturday,2,Jan-2023,743
15/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,34,320,10880,Sunday,2,Jan-2023,744
15/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,31,250,7750,Sunday,2,Jan-2023,744
15/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,23,480,11040,Sunday,2,Jan-2023,744
15/01/2023,Star Kabab - Purana Paltan,Kabab Roll,70,150,10500,Sunday,2,Jan-2023,744
15/01/2023,Star Kabab - Purana Paltan,Chicken Boti,40,200,8000,Sunday,2,Jan-2023,744
16/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,45,320,14400,Monday,3,Jan-2023,745
16/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,37,250,9250,Monday,3,Jan-2023,745
16/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,25,480,12000,Monday,3,Jan-2023,745
16/01/2023,Star Kabab - Purana Paltan,Kabab Roll,40,150,6000,Monday,3,Jan-2023,745
16/01/2023,Star Kabab - Purana Paltan,Chicken Boti,29,200,5800,Monday,3,Jan-2023,745
17/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,32,320,10240,Tuesday,3,Jan-2023,746
17/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,35,250,8750,Tuesday,3,Jan-2023,746
17/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,20,480,9600,Tuesday,3,Jan-2023,746
17/01/2023,Star Kabab - Purana Paltan,Kabab Roll,37,150,5550,Tuesday,3,Jan-2023,746
17/01/2023,Star Kabab - Purana Paltan,Chicken Boti,59,200,11800,Tuesday,3,Jan-2023,746
18/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,22,320,7040,Wednesday,3,Jan-2023,747
18/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,22,250,5500,Wednesday,3,Jan-2023,747
18/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,14,480,6720,Wednesday,3,Jan-2023,747
18/01/2023,Star Kabab - Purana Paltan,Kabab Roll,68,150,10200,Wednesday,3,Jan-2023,747
18/01/2023,Star Kabab - Purana Paltan,Chicken Boti,32,200,6400,Wednesday,3,Jan-2023,747
19/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,39,320,12480,Thursday,3,Jan-2023,748
19/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,19,250,4750,Thursday,3,Jan-2023,748
19/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Thursday,3,Jan-2023,748
19/01/2023,Star Kabab - Purana Paltan,Kabab Roll,37,150,5550,Thursday,3,Jan-2023,748
19/01/2023,Star Kabab - Purana Paltan,Chicken Boti,61,200,12200,Thursday,3,Jan-2023,748
20/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,90,320,28800,Friday,3,Jan-2023,749
20/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,92,250,23000,Friday,3,Jan-2023,749
20/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,33,480,15840,Friday,3,Jan-2023,749
20/01/2023,Star Kabab - Purana Paltan,Kabab Roll,70,150,10500,Friday,3,Jan-2023,749
20/01/2023,Star Kabab - Purana Paltan,Chicken Boti,49,200,9800,Friday,3,Jan-2023,749
21/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,94,320,30080,Saturday,3,Jan-2023,750
21/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,64,250,16000,Saturday,3,Jan-2023,750
21/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,22,480,10560,Saturday,3,Jan-2023,750
21/01/2023,Star Kabab - Purana Paltan,Kabab Roll,75,150,11250,Saturday,3,Jan-2023,750
21/01/2023,Star Kabab - Purana Paltan,Chicken Boti,76,200,15200,Saturday,3,Jan-2023,750
22/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,36,320,11520,Sunday,3,Jan-2023,751
22/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,50,250,12500,Sunday,3,Jan-2023,751
22/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,29,480,13920,Sunday,3,Jan-2023,751
22/01/2023,Star Kabab - Purana Paltan,Kabab Roll,30,150,4500,Sunday,3,Jan-2023,751
22/01/2023,Star Kabab - Purana Paltan,Chicken Boti,66,200,13200,Sunday,3,Jan-2023,751
23/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,50,320,16000,Monday,4,Jan-2023,752
23/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,27,250,6750,Monday,4,Jan-2023,752
23/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,19,480,9120,Monday,4,Jan-2023,752
23/01/2023,Star Kabab - Purana Paltan,Kabab Roll,33,150,4950,Monday,4,Jan-2023,752
23/01/2023,Star Kabab - Purana Paltan,Chicken Boti,45,200,9000,Monday,4,Jan-2023,752
24/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,31,320,9920,Tuesday,4,Jan-2023,753
24/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,30,250,7500,Tuesday,4,Jan-2023,753
24/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,18,480,8640,Tuesday,4,Jan-2023,753
24/01/2023,Star Kabab - Purana Paltan,Kabab Roll,45,150,6750,Tuesday,4,Jan-2023,753
24/01/2023,Star Kabab - Purana Paltan,Chicken Boti,55,200,11000,Tuesday,4,Jan-2023,753
25/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,21,320,6720,Wednesday,4,Jan-2023,754
25/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,44,250,11000,Wednesday,4,Jan-2023,754
25/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Wednesday,4,Jan-2023,754
25/01/2023,Star Kabab - Purana Paltan,Kabab Roll,48,150,7200,Wednesday,4,Jan-2023,754
25/01/2023,Star Kabab - Purana Paltan,Chicken Boti,29,200,5800,Wednesday,4,Jan-2023,754
26/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,10,320,3200,Thursday,4,Jan-2023,755
26/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,49,250,12250,Thursday,4,Jan-2023,755
26/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,12,480,5760,Thursday,4,Jan-2023,755
26/01/2023,Star Kabab - Purana Paltan,Kabab Roll,65,150,9750,Thursday,4,Jan-2023,755
26/01/2023,Star Kabab - Purana Paltan,Chicken Boti,33,200,6600,Thursday,4,Jan-2023,755
27/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,75,320,24000,Friday,4,Jan-2023,756
27/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,35,250,8750,Friday,4,Jan-2023,756
27/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,39,480,18720,Friday,4,Jan-2023,756
27/01/2023,Star Kabab - Purana Paltan,Kabab Roll,62,150,9300,Friday,4,Jan-2023,756
27/01/2023,Star Kabab - Purana Paltan,Chicken Boti,95,200,19000,Friday,4,Jan-2023,756
28/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,68,320,21760,Saturday,4,Jan-2023,757
28/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,8,250,2000,Saturday,4,Jan-2023,757
28/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Saturday,4,Jan-2023,757
28/01/2023,Star Kabab - Purana Paltan,Kabab Roll,149,150,22350,Saturday,4,Jan-2023,757
28/01/2023,Star Kabab - Purana Paltan,Chicken Boti,85,200,17000,Saturday,4,Jan-2023,757
29/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,58,320,18560,Sunday,4,Jan-2023,758
29/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,31,250,7750,Sunday,4,Jan-2023,758
29/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,13,480,6240,Sunday,4,Jan-2023,758
29/01/2023,Star Kabab - Purana Paltan,Kabab Roll,35,150,5250,Sunday,4,Jan-2023,758
29/01/2023,Star Kabab - Purana Paltan,Chicken Boti,41,200,8200,Sunday,4,Jan-2023,758
30/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,33,320,10560,Monday,5,Jan-2023,759
30/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,38,250,9500,Monday,5,Jan-2023,759
30/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,13,480,6240,Monday,5,Jan-2023,759
30/01/2023,Star Kabab - Purana Paltan,Kabab Roll,64,150,9600,Monday,5,Jan-2023,759
30/01/2023,Star Kabab - Purana Paltan,Chicken Boti,26,200,5200,Monday,5,Jan-2023,759
31/01/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,30,320,9600,Tuesday,5,Jan-2023,760
31/01/2023,Star Kabab - Purana Paltan,Chicken Tikka,40,250,10000,Tuesday,5,Jan-2023,760
31/01/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,28,480,13440,Tuesday,5,Jan-2023,760
31/01/2023,Star Kabab - Purana Paltan,Kabab Roll,77,150,11550,Tuesday,5,Jan-2023,760
31/01/2023,Star Kabab - Purana Paltan,Chicken Boti,49,200,9800,Tuesday,5,Jan-2023,760
01/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,48,320,15360,Wednesday,5,Feb-2023,761
01/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,21,250,5250,Wednesday,5,Feb-2023,761
01/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,26,480,12480,Wednesday,5,Feb-2023,761
01/02/2023,Star Kabab - Purana Paltan,Kabab Roll,65,150,9750,Wednesday,5,Feb-2023,761
01/02/2023,Star Kabab - Purana Paltan,Chicken Boti,43,200,8600,Wednesday,5,Feb-2023,761
02/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,52,320,16640,Thursday,5,Feb-2023,762
02/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,39,250,9750,Thursday,5,Feb-2023,762
02/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Thursday,5,Feb-2023,762
02/02/2023,Star Kabab - Purana Paltan,Kabab Roll,54,150,8100,Thursday,5,Feb-2023,762
02/02/2023,Star Kabab - Purana Paltan,Chicken Boti,45,200,9000,Thursday,5,Feb-2023,762
03/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,75,320,24000,Friday,5,Feb-2023,763
03/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,24,250,6000,Friday,5,Feb-2023,763
03/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,41,480,19680,Friday,5,Feb-2023,763
03/02/2023,Star Kabab - Purana Paltan,Kabab Roll,131,150,19650,Friday,5,Feb-2023,763
03/02/2023,Star Kabab - Purana Paltan,Chicken Boti,51,200,10200,Friday,5,Feb-2023,763
04/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,42,320,13440,Saturday,5,Feb-2023,764
04/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,53,250,13250,Saturday,5,Feb-2023,764
04/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,43,480,20640,Saturday,5,Feb-2023,764
04/02/2023,Star Kabab - Purana Paltan,Kabab Roll,83,150,12450,Saturday,5,Feb-2023,764
04/02/2023,Star Kabab - Purana Paltan,Chicken Boti,59,200,11800,Saturday,5,Feb-2023,764
05/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,31,320,9920,Sunday,5,Feb-2023,765
05/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,62,250,15500,Sunday,5,Feb-2023,765
05/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,29,480,13920,Sunday,5,Feb-2023,765
05/02/2023,Star Kabab - Purana Paltan,Kabab Roll,50,150,7500,Sunday,5,Feb-2023,765
05/02/2023,Star Kabab - Purana Paltan,Chicken Boti,76,200,15200,Sunday,5,Feb-2023,765
06/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,45,320,14400,Monday,6,Feb-2023,766
06/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,21,250,5250,Monday,6,Feb-2023,766
06/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,15,480,7200,Monday,6,Feb-2023,766
06/02/2023,Star Kabab - Purana Paltan,Kabab Roll,57,150,8550,Monday,6,Feb-2023,766
06/02/2023,Star Kabab - Purana Paltan,Chicken Boti,24,200,4800,Monday,6,Feb-2023,766
07/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,26,320,8320,Tuesday,6,Feb-2023,767
07/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,34,250,8500,Tuesday,6,Feb-2023,767
07/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,23,480,11040,Tuesday,6,Feb-2023,767
07/02/2023,Star Kabab - Purana Paltan,Kabab Roll,52,150,7800,Tuesday,6,Feb-2023,767
07/02/2023,Star Kabab - Purana Paltan,Chicken Boti,65,200,13000,Tuesday,6,Feb-2023,767
08/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,36,320,11520,Wednesday,6,Feb-2023,768
08/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,34,250,8500,Wednesday,6,Feb-2023,768
08/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,20,480,9600,Wednesday,6,Feb-2023,768
08/02/2023,Star Kabab - Purana Paltan,Kabab Roll,40,150,6000,Wednesday,6,Feb-2023,768
08/02/2023,Star Kabab - Purana Paltan,Chicken Boti,52,200,10400,Wednesday,6,Feb-2023,768
09/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Thursday,6,Feb-2023,769
09/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,47,250,11750,Thursday,6,Feb-2023,769
09/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,12,480,5760,Thursday,6,Feb-2023,769
09/02/2023,Star Kabab - Purana Paltan,Kabab Roll,50,150,7500,Thursday,6,Feb-2023,769
09/02/2023,Star Kabab - Purana Paltan,Chicken Boti,25,200,5000,Thursday,6,Feb-2023,769
10/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,44,320,14080,Friday,6,Feb-2023,770
10/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,55,250,13750,Friday,6,Feb-2023,770
10/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,27,480,12960,Friday,6,Feb-2023,770
10/02/2023,Star Kabab - Purana Paltan,Kabab Roll,125,150,18750,Friday,6,Feb-2023,770
10/02/2023,Star Kabab - Purana Paltan,Chicken Boti,109,200,21800,Friday,6,Feb-2023,770
11/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,50,320,16000,Saturday,6,Feb-2023,771
11/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,52,250,13000,Saturday,6,Feb-2023,771
11/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,32,480,15360,Saturday,6,Feb-2023,771
11/02/2023,Star Kabab - Purana Paltan,Kabab Roll,89,150,13350,Saturday,6,Feb-2023,771
11/02/2023,Star Kabab - Purana Paltan,Chicken Boti,64,200,12800,Saturday,6,Feb-2023,771
12/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,61,320,19520,Sunday,6,Feb-2023,772
12/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,32,250,8000,Sunday,6,Feb-2023,772
12/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,25,480,12000,Sunday,6,Feb-2023,772
12/02/2023,Star Kabab - Purana Paltan,Kabab Roll,47,150,7050,Sunday,6,Feb-2023,772
12/02/2023,Star Kabab - Purana Paltan,Chicken Boti,51,200,10200,Sunday,6,Feb-2023,772
13/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,53,320,16960,Monday,7,Feb-2023,773
13/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,35,250,8750,Monday,7,Feb-2023,773
13/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,28,480,13440,Monday,7,Feb-2023,773
13/02/2023,Star Kabab - Purana Paltan,Kabab Roll,53,150,7950,Monday,7,Feb-2023,773
13/02/2023,Star Kabab - Purana Paltan,Chicken Boti,50,200,10000,Monday,7,Feb-2023,773
14/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,43,320,13760,Tuesday,7,Feb-2023,774
14/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,48,250,12000,Tuesday,7,Feb-2023,774
14/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,15,480,7200,Tuesday,7,Feb-2023,774
14/02/2023,Star Kabab - Purana Paltan,Kabab Roll,45,150,6750,Tuesday,7,Feb-2023,774
14/02/2023,Star Kabab - Purana Paltan,Chicken Boti,35,200,7000,Tuesday,7,Feb-2023,774
15/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,33,320,10560,Wednesday,7,Feb-2023,775
15/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,29,250,7250,Wednesday,7,Feb-2023,775
15/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,14,480,6720,Wednesday,7,Feb-2023,775
15/02/2023,Star Kabab - Purana Paltan,Kabab Roll,52,150,7800,Wednesday,7,Feb-2023,775
15/02/2023,Star Kabab - Purana Paltan,Chicken Boti,58,200,11600,Wednesday,7,Feb-2023,775
16/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,45,320,14400,Thursday,7,Feb-2023,776
16/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,56,250,14000,Thursday,7,Feb-2023,776
16/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,16,480,7680,Thursday,7,Feb-2023,776
16/02/2023,Star Kabab - Purana Paltan,Kabab Roll,36,150,5400,Thursday,7,Feb-2023,776
16/02/2023,Star Kabab - Purana Paltan,Chicken Boti,35,200,7000,Thursday,7,Feb-2023,776
17/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,59,320,18880,Friday,7,Feb-2023,777
17/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,59,250,14750,Friday,7,Feb-2023,777
17/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,36,480,17280,Friday,7,Feb-2023,777
17/02/2023,Star Kabab - Purana Paltan,Kabab Roll,79,150,11850,Friday,7,Feb-2023,777
17/02/2023,Star Kabab - Purana Paltan,Chicken Boti,132,200,26400,Friday,7,Feb-2023,777
18/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,86,320,27520,Saturday,7,Feb-2023,778
18/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,52,250,13000,Saturday,7,Feb-2023,778
18/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,24,480,11520,Saturday,7,Feb-2023,778
18/02/2023,Star Kabab - Purana Paltan,Kabab Roll,73,150,10950,Saturday,7,Feb-2023,778
18/02/2023,Star Kabab - Purana Paltan,Chicken Boti,88,200,17600,Saturday,7,Feb-2023,778
19/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,46,320,14720,Sunday,7,Feb-2023,779
19/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,26,250,6500,Sunday,7,Feb-2023,779
19/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,17,480,8160,Sunday,7,Feb-2023,779
19/02/2023,Star Kabab - Purana Paltan,Kabab Roll,41,150,6150,Sunday,7,Feb-2023,779
19/02/2023,Star Kabab - Purana Paltan,Chicken Boti,54,200,10800,Sunday,7,Feb-2023,779
20/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,61,320,19520,Monday,8,Feb-2023,780
20/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,50,250,12500,Monday,8,Feb-2023,780
20/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,18,480,8640,Monday,8,Feb-2023,780
20/02/2023,Star Kabab - Purana Paltan,Kabab Roll,63,150,9450,Monday,8,Feb-2023,780
20/02/2023,Star Kabab - Purana Paltan,Chicken Boti,35,200,7000,Monday,8,Feb-2023,780
21/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,47,320,15040,Tuesday,8,Feb-2023,781
21/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,43,250,10750,Tuesday,8,Feb-2023,781
21/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,8,480,3840,Tuesday,8,Feb-2023,781
21/02/2023,Star Kabab - Purana Paltan,Kabab Roll,52,150,7800,Tuesday,8,Feb-2023,781
21/02/2023,Star Kabab - Purana Paltan,Chicken Boti,40,200,8000,Tuesday,8,Feb-2023,781
22/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,32,320,10240,Wednesday,8,Feb-2023,782
22/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,28,250,7000,Wednesday,8,Feb-2023,782
22/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,34,480,16320,Wednesday,8,Feb-2023,782
22/02/2023,Star Kabab - Purana Paltan,Kabab Roll,61,150,9150,Wednesday,8,Feb-2023,782
22/02/2023,Star Kabab - Purana Paltan,Chicken Boti,41,200,8200,Wednesday,8,Feb-2023,782
23/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,33,320,10560,Thursday,8,Feb-2023,783
23/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,32,250,8000,Thursday,8,Feb-2023,783
23/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,16,480,7680,Thursday,8,Feb-2023,783
23/02/2023,Star Kabab - Purana Paltan,Kabab Roll,59,150,8850,Thursday,8,Feb-2023,783
23/02/2023,Star Kabab - Purana Paltan,Chicken Boti,31,200,6200,Thursday,8,Feb-2023,783
24/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,62,320,19840,Friday,8,Feb-2023,784
24/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,75,250,18750,Friday,8,Feb-2023,784
24/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,44,480,21120,Friday,8,Feb-2023,784
24/02/2023,Star Kabab - Purana Paltan,Kabab Roll,42,150,6300,Friday,8,Feb-2023,784
24/02/2023,Star Kabab - Purana Paltan,Chicken Boti,96,200,19200,Friday,8,Feb-2023,784
25/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,51,320,16320,Saturday,8,Feb-2023,785
25/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,73,250,18250,Saturday,8,Feb-2023,785
25/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,22,480,10560,Saturday,8,Feb-2023,785
25/02/2023,Star Kabab - Purana Paltan,Kabab Roll,79,150,11850,Saturday,8,Feb-2023,785
25/02/2023,Star Kabab - Purana Paltan,Chicken Boti,73,200,14600,Saturday,8,Feb-2023,785
26/02/2023,Star Kabab - Purana Paltan,Beef Shami Kabab,52,320,16640,Sunday,8,Feb-2023,786
26/02/2023,Star Kabab - Purana Paltan,Chicken Tikka,46,250,11500,Sunday,8,Feb-2023,786
26/02/2023,Star Kabab - Purana Paltan,Mixed Grill Platter,16,480,7680,Sunday,8,Feb-2023,786
26/02/2023,Star Kabab - Purana Paltan,Kabab Roll,45,150,6750,Sunday,8,Feb-2023,786
