Date,Dish,QtySold,PriceTk,RevenueTk,DayIndex,Weekday
30-Jun-2022,Rice & Dal Thali,74,80,5920,545,Thursday
30-Jun-2022,Fish Curry Plate,47,120,5640,545,Thursday
30-Jun-2022,Vegetable Khichuri,39,70,2730,545,Thursday
30-Jun-2022,Dry Fish & Rice,49,100,4900,545,Thursday
30-Jun-2022,Special Thali,34,160,5440,545,Thursday
01-Jul-2022,Rice & Dal Thali,99,80,7920,546,Friday
01-Jul-2022,Fish Curry Plate,65,120,7800,546,Friday
01-Jul-2022,Vegetable Khichuri,63,70,4410,546,Friday
01-Jul-2022,Dry Fish & Rice,46,100,4600,546,Friday
01-Jul-2022,Special Thali,46,160,7360,546,Friday
02-Jul-2022,Rice & Dal Thali,81,80,6480,547,Saturday
02-Jul-2022,Fish Curry Plate,45,120,5400,547,Saturday
02-Jul-2022,Vegetable Khichuri,57,70,3990,547,Saturday
02-Jul-2022,Dry Fish & Rice,44,100,4400,547,Saturday
02-Jul-2022,Special Thali,38,160,6080,547,Saturday
03-Jul-2022,Rice & Dal Thali,80,80,6400,548,Sunday
03-Jul-2022,Fish Curry Plate,58,120,6960,548,Sunday
03-Jul-2022,Vegetable Khichuri,47,70,3290,548,Sunday
03-Jul-2022,Dry Fish & Rice,60,100,6000,548,Sunday
03-Jul-2022,Special Thali,28,160,4480,548,Sunday
04-Jul-2022,Rice & Dal Thali,80,80,6400,549,Monday
04-Jul-2022,Fish Curry Plate,55,120,6600,549,Monday
04-Jul-2022,Vegetable Khichuri,34,70,2380,549,Monday
04-Jul-2022,Dry Fish & Rice,44,100,4400,549,Monday
04-Jul-2022,Special Thali,34,160,5440,549,Monday
05-Jul-2022,Rice & Dal Thali,61,80,4880,550,Tuesday
05-Jul-2022,Fish Curry Plate,73,120,8760,550,Tuesday
05-Jul-2022,Vegetable Khichuri,48,70,3360,550,Tuesday
05-Jul-2022,Dry Fish & Rice,62,100,6200,550,Tuesday
05-Jul-2022,Special Thali,26,160,4160,550,Tuesday
06-Jul-2022,Rice & Dal Thali,72,80,5760,551,Wednesday
06-Jul-2022,Fish Curry Plate,58,120,6960,551,Wednesday
06-Jul-2022,Vegetable Khichuri,30,70,2100,551,Wednesday
06-Jul-2022,Dry Fish & Rice,38,100,3800,551,Wednesday
06-Jul-2022,Special Thali,35,160,5600,551,Wednesday
07-Jul-2022,Rice & Dal Thali,71,80,5680,552,Thursday
07-Jul-2022,Fish Curry Plate,50,120,6000,552,Thursday
07-Jul-2022,Vegetable Khichuri,29,70,2030,552,Thursday
07-Jul-2022,Dry Fish & Rice,56,100,5600,552,Thursday
07-Jul-2022,Special Thali,24,160,3840,552,Thursday
08-Jul-2022,Rice & Dal Thali,66,80,5280,553,Friday
08-Jul-2022,Fish Curry Plate,77,120,9240,553,Friday
08-Jul-2022,Vegetable Khichuri,69,70,4830,553,Friday
08-Jul-2022,Dry Fish & Rice,59,100,5900,553,Friday
08-Jul-2022,Special Thali,38,160,6080,553,Friday
09-Jul-2022,Rice & Dal Thali,87,80,6960,554,Saturday
09-Jul-2022,Fish Curry Plate,58,120,6960,554,Saturday
09-Jul-2022,Vegetable Khichuri,53,70,3710,554,Saturday
09-Jul-2022,Dry Fish & Rice,52,100,5200,554,Saturday
09-Jul-2022,Special Thali,34,160,5440,554,Saturday
10-Jul-2022,Rice & Dal Thali,79,80,6320,555,Sunday
10-Jul-2022,Fish Curry Plate,50,120,6000,555,Sunday
10-Jul-2022,Vegetable Khichuri,46,70,3220,555,Sunday
10-Jul-2022,Dry Fish & Rice,48,100,4800,555,Sunday
10-Jul-2022,Special Thali,25,160,4000,555,Sunday
11-Jul-2022,Rice & Dal Thali,76,80,6080,556,Monday
11-Jul-2022,Fish Curry Plate,53,120,6360,556,Monday
11-Jul-2022,Vegetable Khichuri,20,70,1400,556,Monday
11-Jul-2022,Dry Fish & Rice,46,100,4600,556,Monday
11-Jul-2022,Special Thali,29,160,4640,556,Monday
12-Jul-2022,Rice & Dal Thali,70,80,5600,557,Tuesday
12-Jul-2022,Fish Curry Plate,45,120,5400,557,Tuesday
12-Jul-2022,Vegetable Khichuri,46,70,3220,557,Tuesday
12-Jul-2022,Dry Fish & Rice,41,100,4100,557,Tuesday
12-Jul-2022,Special Thali,28,160,4480,557,Tuesday
13-Jul-2022,Rice & Dal Thali,101,80,8080,558,Wednesday
13-Jul-2022,Fish Curry Plate,67,120,8040,558,Wednesday
13-Jul-2022,Vegetable Khichuri,35,70,2450,558,Wednesday
13-Jul-2022,Dry Fish & Rice,45,100,4500,558,Wednesday
13-Jul-2022,Special Thali,42,160,6720,558,Wednesday
14-Jul-2022,Rice & Dal Thali,102,80,8160,559,Thursday
14-Jul-2022,Fish Curry Plate,48,120,5760,559,Thursday
14-Jul-2022,Vegetable Khichuri,49,70,3430,559,Thursday
14-Jul-2022,Dry Fish & Rice,46,100,4600,559,Thursday
14-Jul-2022,Special Thali,32,160,5120,559,Thursday
15-Jul-2022,Rice & Dal Thali,136,80,10880,560,Friday
15-Jul-2022,Fish Curry Plate,55,120,6600,560,Friday
15-Jul-2022,Vegetable Khichuri,39,70,2730,560,Friday
15-Jul-2022,Dry Fish & Rice,55,100,5500,560,Friday
15-Jul-2022,Special Thali,45,160,7200,560,Friday
16-Jul-2022,Rice & Dal Thali,74,80,5920,561,Saturday
16-Jul-2022,Fish Curry Plate,55,120,6600,561,Saturday
16-Jul-2022,Vegetable Khichuri,57,70,3990,561,Saturday
16-Jul-2022,Dry Fish & Rice,48,100,4800,561,Saturday
16-Jul-2022,Special Thali,29,160,4640,561,Saturday
17-Jul-2022,Rice & Dal Thali,49,80,3920,562,Sunday
17-Jul-2022,Fish Curry Plate,58,120,6960,562,Sunday
17-Jul-2022,Vegetable Khichuri,29,70,2030,562,Sunday
17-Jul-2022,Dry Fish & Rice,37,100,3700,562,Sunday
17-Jul-2022,Special Thali,30,160,4800,562,Sunday
18-Jul-2022,Rice & Dal Thali,63,80,5040,563,Monday
18-Jul-2022,Fish Curry Plate,50,120,6000,563,Monday
18-Jul-2022,Vegetable Khichuri,40,70,2800,563,Monday
18-Jul-2022,Dry Fish & Rice,46,100,4600,563,Monday
18-Jul-2022,Special Thali,23,160,3680,563,Monday
19-Jul-2022,Rice & Dal Thali,69,80,5520,564,Tuesday
19-Jul-2022,Fish Curry Plate,56,120,6720,564,Tuesday
19-Jul-2022,Vegetable Khichuri,35,70,2450,564,Tuesday
19-Jul-2022,Dry Fish & Rice,35,100,3500,564,Tuesday
19-Jul-2022,Special Thali,29,160,4640,564,Tuesday
20-Jul-2022,Rice & Dal Thali,74,80,5920,565,Wednesday
20-Jul-2022,Fish Curry Plate,40,120,4800,565,Wednesday
20-Jul-2022,Vegetable Khichuri,35,70,2450,565,Wednesday
20-Jul-2022,Dry Fish & Rice,50,100,5000,565,Wednesday
20-Jul-2022,Special Thali,30,160,4800,565,Wednesday
21-Jul-2022,Rice & Dal Thali,63,80,5040,566,Thursday
21-Jul-2022,Fish Curry Plate,41,120,4920,566,Thursday
21-Jul-2022,Vegetable Khichuri,35,70,2450,566,Thursday
21-Jul-2022,Dry Fish & Rice,47,100,4700,566,Thursday
21-Jul-2022,Special Thali,33,160,5280,566,Thursday
22-Jul-2022,Rice & Dal Thali,84,80,6720,567,Friday
22-Jul-2022,Fish Curry Plate,84,120,10080,567,Friday
22-Jul-2022,Vegetable Khichuri,29,70,2030,567,Friday
22-Jul-2022,Dry Fish & Rice,47,100,4700,567,Friday
22-Jul-2022,Special Thali,24,160,3840,567,Friday
23-Jul-2022,Rice & Dal Thali,89,80,7120,568,Saturday
23-Jul-2022,Fish Curry Plate,54,120,6480,568,Saturday
23-Jul-2022,Vegetable Khichuri,48,70,3360,568,Saturday
23-Jul-2022,Dry Fish & Rice,43,100,4300,568,Saturday
23-Jul-2022,Special Thali,34,160,5440,568,Saturday
24-Jul-2022,Rice & Dal Thali,62,80,4960,569,Sunday
24-Jul-2022,Fish Curry Plate,57,120,6840,569,Sunday
24-Jul-2022,Vegetable Khichuri,37,70,2590,569,Sunday
24-Jul-2022,Dry Fish & Rice,51,100,5100,569,Sunday
24-Jul-2022,Special Thali,37,160,5920,569,Sunday
25-Jul-2022,Rice & Dal Thali,76,80,6080,570,Monday
25-Jul-2022,Fish Curry Plate,51,120,6120,570,Monday
25-Jul-2022,Vegetable Khichuri,26,70,1820,570,Monday
25-Jul-2022,Dry Fish & Rice,41,100,4100,570,Monday
25-Jul-2022,Special Thali,30,160,4800,570,Monday
26-Jul-2022,Rice & Dal Thali,64,80,5120,571,Tuesday
26-Jul-2022,Fish Curry Plate,57,120,6840,571,Tuesday
26-Jul-2022,Vegetable Khichuri,37,70,2590,571,Tuesday
26-Jul-2022,Dry Fish & Rice,37,100,3700,571,Tuesday
26-Jul-2022,Special Thali,35,160,5600,571,Tuesday
27-Jul-2022,Rice & Dal Thali,67,80,5360,572,Wednesday
27-Jul-2022,Fish Curry Plate,51,120,6120,572,Wednesday
27-Jul-2022,Vegetable Khichuri,42,70,2940,572,Wednesday
27-Jul-2022,Dry Fish & Rice,42,100,4200,572,Wednesday
27-Jul-2022,Special Thali,31,160,4960,572,Wednesday
28-Jul-2022,Rice & Dal Thali,57,80,4560,573,Thursday
28-Jul-2022,Fish Curry Plate,45,120,5400,573,Thursday
28-Jul-2022,Vegetable Khichuri,41,70,2870,573,Thursday
28-Jul-2022,Dry Fish & Rice,47,100,4700,573,Thursday
28-Jul-2022,Special Thali,22,160,3520,573,Thursday
29-Jul-2022,Rice & Dal Thali,78,80,6240,574,Friday
29-Jul-2022,Fish Curry Plate,78,120,9360,574,Friday
29-Jul-2022,Vegetable Khichuri,53,70,3710,574,Friday
29-Jul-2022,Dry Fish & Rice,47,100,4700,574,Friday
29-Jul-2022,Special Thali,33,160,5280,574,Friday
30-Jul-2022,Rice & Dal Thali,116,80,9280,575,Saturday
30-Jul-2022,Fish Curry Plate,57,120,6840,575,Saturday
30-Jul-2022,Vegetable Khichuri,55,70,3850,575,Saturday
30-Jul-2022,Dry Fish & Rice,42,100,4200,575,Saturday
30-Jul-2022,Special Thali,48,160,7680,575,Saturday
31-Jul-2022,Rice & Dal Thali,112,80,8960,576,Sunday
31-Jul-2022,Fish Curry Plate,47,120,5640,576,Sunday
31-Jul-2022,Vegetable Khichuri,43,70,3010,576,Sunday
31-Jul-2022,Dry Fish & Rice,44,100,4400,576,Sunday
31-Jul-2022,Special Thali,30,160,4800,576,Sunday
01-Aug-2022,Rice & Dal Thali,73,80,5840,577,Monday
01-Aug-2022,Fish Curry Plate,55,120,6600,577,Monday
01-Aug-2022,Vegetable Khichuri,36,70,2520,577,Monday
01-Aug-2022,Dry Fish & Rice,45,100,4500,577,Monday
01-Aug-2022,Special Thali,31,160,4960,577,Monday
02-Aug-2022,Rice & Dal Thali,98,80,7840,578,Tuesday
02-Aug-2022,Fish Curry Plate,50,120,6000,578,Tuesday
02-Aug-2022,Vegetable Khichuri,22,70,1540,578,Tuesday
02-Aug-2022,Dry Fish & Rice,36,100,3600,578,Tuesday
02-Aug-2022,Special Thali,35,160,5600,578,Tuesday
03-Aug-2022,Rice & Dal Thali,69,80,5520,579,Wednesday
03-Aug-2022,Fish Curry Plate,46,120,5520,579,Wednesday
03-Aug-2022,Vegetable Khichuri,37,70,2590,579,Wednesday
03-Aug-2022,Dry Fish & Rice,41,100,4100,579,Wednesday
03-Aug-2022,Special Thali,26,160,4160,579,Wednesday
04-Aug-2022,Rice & Dal Thali,106,80,8480,580,Thursday
04-Aug-2022,Fish Curry Plate,45,120,5400,580,Thursday
04-Aug-2022,Vegetable Khichuri,39,70,2730,580,Thursday
04-Aug-2022,Dry Fish & Rice,37,100,3700,580,Thursday
04-Aug-2022,Special Thali,30,160,4800,580,Thursday
05-Aug-2022,Rice & Dal Thali,84,80,6720,581,Friday
05-Aug-2022,Fish Curry Plate,71,120,8520,581,Friday
05-Aug-2022,Vegetable Khichuri,48,70,3360,581,Friday
05-Aug-2022,Dry Fish & Rice,60,100,6000,581,Friday
05-Aug-2022,Special Thali,37,160,5920,581,Friday
06-Aug-2022,Rice & Dal Thali,90,80,7200,582,Saturday
06-Aug-2022,Fish Curry Plate,69,120,8280,582,Saturday
06-Aug-2022,Vegetable Khichuri,33,70,2310,582,Saturday
06-Aug-2022,Dry Fish & Rice,47,100,4700,582,Saturday
06-Aug-2022,Special Thali,46,160,7360,582,Saturday
07-Aug-2022,Rice & Dal Thali,79,80,6320,583,Sunday
07-Aug-2022,Fish Curry Plate,37,120,4440,583,Sunday
07-Aug-2022,Vegetable Khichuri,33,70,2310,583,Sunday
07-Aug-2022,Dry Fish & Rice,44,100,4400,583,Sunday
07-Aug-2022,Special Thali,27,160,4320,583,Sunday
08-Aug-2022,Rice & Dal Thali,87,80,6960,584,Monday
08-Aug-2022,Fish Curry Plate,41,120,4920,584,Monday
08-Aug-2022,Vegetable Khichuri,44,70,3080,584,Monday
08-Aug-2022,Dry Fish & Rice,39,100,3900,584,Monday
08-Aug-2022,Special Thali,21,160,3360,584,Monday
09-Aug-2022,Rice & Dal Thali,59,80,4720,585,Tuesday
09-Aug-2022,Fish Curry Plate,53,120,6360,585,Tuesday
09-Aug-2022,Vegetable Khichuri,49,70,3430,585,Tuesday
09-Aug-2022,Dry Fish & Rice,38,100,3800,585,Tuesday
09-Aug-2022,Special Thali,29,160,4640,585,Tuesday
10-Aug-2022,Rice & Dal Thali,89,80,7120,586,Wednesday
10-Aug-2022,Fish Curry Plate,43,120,5160,586,Wednesday
10-Aug-2022,Vegetable Khichuri,34,70,2380,586,Wednesday
10-Aug-2022,Dry Fish & Rice,48,100,4800,586,Wednesday
10-Aug-2022,Special Thali,31,160,4960,586,Wednesday
11-Aug-2022,Rice & Dal Thali,86,80,6880,587,Thursday
11-Aug-2022,Fish Curry Plate,48,120,5760,587,Thursday
11-Aug-2022,Vegetable Khichuri,40,70,2800,587,Thursday
11-Aug-2022,Dry Fish & Rice,42,100,4200,587,Thursday
11-Aug-2022,Special Thali,25,160,4000,587,Thursday
12-Aug-2022,Rice & Dal Thali,95,80,7600,588,Friday
12-Aug-2022,Fish Curry Plate,61,120,7320,588,Friday
12-Aug-2022,Vegetable Khichuri,52,70,3640,588,Friday
12-Aug-2022,Dry Fish & Rice,54,100,5400,588,Friday
12-Aug-2022,Special Thali,35,160,5600,588,Friday
13-Aug-2022,Rice & Dal Thali,85,80,6800,589,Saturday
13-Aug-2022,Fish Curry Plate,71,120,8520,589,Saturday
13-Aug-2022,Vegetable Khichuri,38,70,2660,589,Saturday
13-Aug-2022,Dry Fish & Rice,58,100,5800,589,Saturday
13-Aug-2022,Special Thali,42,160,6720,589,Saturday
14-Aug-2022,Rice & Dal Thali,79,80,6320,590,Sunday
14-Aug-2022,Fish Curry Plate,50,120,6000,590,Sunday
14-Aug-2022,Vegetable Khichuri,39,70,2730,590,Sunday
14-Aug-2022,Dry Fish & Rice,45,100,4500,590,Sunday
14-Aug-2022,Special Thali,34,160,5440,590,Sunday
15-Aug-2022,Rice & Dal Thali,58,80,4640,591,Monday
15-Aug-2022,Fish Curry Plate,53,120,6360,591,Monday
15-Aug-2022,Vegetable Khichuri,35,70,2450,591,Monday
15-Aug-2022,Dry Fish & Rice,34,100,3400,591,Monday
15-Aug-2022,Special Thali,30,160,4800,591,Monday
16-Aug-2022,Rice & Dal Thali,74,80,5920,592,Tuesday
16-Aug-2022,Fish Curry Plate,63,120,7560,592,Tuesday
16-Aug-2022,Vegetable Khichuri,39,70,2730,592,Tuesday
16-Aug-2022,Dry Fish & Rice,44,100,4400,592,Tuesday
16-Aug-2022,Special Thali,29,160,4640,592,Tuesday
17-Aug-2022,Rice & Dal Thali,81,80,6480,593,Wednesday
17-Aug-2022,Fish Curry Plate,41,120,4920,593,Wednesday
17-Aug-2022,Vegetable Khichuri,28,70,1960,593,Wednesday
17-Aug-2022,Dry Fish & Rice,42,100,4200,593,Wednesday
17-Aug-2022,Special Thali,26,160,4160,593,Wednesday
18-Aug-2022,Rice & Dal Thali,60,80,4800,594,Thursday
18-Aug-2022,Fish Curry Plate,55,120,6600,594,Thursday
18-Aug-2022,Vegetable Khichuri,37,70,2590,594,Thursday
18-Aug-2022,Dry Fish & Rice,36,100,3600,594,Thursday
18-Aug-2022,Special Thali,27,160,4320,594,Thursday
19-Aug-2022,Rice & Dal Thali,111,80,8880,595,Friday
19-Aug-2022,Fish Curry Plate,50,120,6000,595,Friday
19-Aug-2022,Vegetable Khichuri,49,70,3430,595,Friday
19-Aug-2022,Dry Fish & Rice,68,100,6800,595,Friday
19-Aug-2022,Special Thali,57,160,9120,595,Friday
20-Aug-2022,Rice & Dal Thali,67,80,5360,596,Saturday
20-Aug-2022,Fish Curry Plate,56,120,6720,596,Saturday
20-Aug-2022,Vegetable Khichuri,43,70,3010,596,Saturday
20-Aug-2022,Dry Fish & Rice,53,100,5300,596,Saturday
20-Aug-2022,Special Thali,36,160,5760,596,Saturday
21-Aug-2022,Rice & Dal Thali,101,80,8080,597,Sunday
21-Aug-2022,Fish Curry Plate,36,120,4320,597,Sunday
21-Aug-2022,Vegetable Khichuri,42,70,2940,597,Sunday
21-Aug-2022,Dry Fish & Rice,38,100,3800,597,Sunday
21-Aug-2022,Special Thali,24,160,3840,597,Sunday
22-Aug-2022,Rice & Dal Thali,90,80,7200,598,Monday
22-Aug-2022,Fish Curry Plate,42,120,5040,598,Monday
22-Aug-2022,Vegetable Khichuri,49,70,3430,598,Monday
22-Aug-2022,Dry Fish & Rice,51,100,5100,598,Monday
22-Aug-2022,Special Thali,19,160,3040,598,Monday
23-Aug-2022,Rice & Dal Thali,83,80,6640,599,Tuesday
23-Aug-2022,Fish Curry Plate,50,120,6000,599,Tuesday
23-Aug-2022,Vegetable Khichuri,33,70,2310,599,Tuesday
23-Aug-2022,Dry Fish & Rice,50,100,5000,599,Tuesday
23-Aug-2022,Special Thali,26,160,4160,599,Tuesday
24-Aug-2022,Rice & Dal Thali,29,80,2320,600,Wednesday
24-Aug-2022,Fish Curry Plate,54,120,6480,600,Wednesday
24-Aug-2022,Vegetable Khichuri,44,70,3080,600,Wednesday
24-Aug-2022,Dry Fish & Rice,49,100,4900,600,Wednesday
24-Aug-2022,Special Thali,30,160,4800,600,Wednesday
25-Aug-2022,Rice & Dal Thali,48,80,3840,601,Thursday
25-Aug-2022,Fish Curry Plate,44,120,5280,601,Thursday
25-Aug-2022,Vegetable Khichuri,30,70,2100,601,Thursday
25-Aug-2022,Dry Fish & Rice,45,100,4500,601,Thursday
25-Aug-2022,Special Thali,24,160,3840,601,Thursday
26-Aug-2022,Rice & Dal Thali,109,80,8720,602,Friday
26-Aug-2022,Fish Curry Plate,55,120,6600,602,Friday
26-Aug-2022,Vegetable Khichuri,36,70,2520,602,Friday
26-Aug-2022,Dry Fish & Rice,51,100,5100,602,Friday
26-Aug-2022,Special Thali,41,160,6560,602,Friday
27-Aug-2022,Rice & Dal Thali,55,80,4400,603,Saturday
27-Aug-2022,Fish Curry Plate,55,120,6600,603,Saturday
27-Aug-2022,Vegetable Khichuri,44,70,3080,603,Saturday
27-Aug-2022,Dry Fish & Rice,34,100,3400,603,Saturday
27-Aug-2022,Special Thali,29,160,4640,603,Saturday
28-Aug-2022,Rice & Dal Thali,54,80,4320,604,Sunday
28-Aug-2022,Fish Curry Plate,33,120,3960,604,Sunday
28-Aug-2022,Vegetable Khichuri,32,70,2240,604,Sunday
28-Aug-2022,Dry Fish & Rice,35,100,3500,604,Sunday
28-Aug-2022,Special Thali,22,160,3520,604,Sunday
29-Aug-2022,Rice & Dal Thali,79,80,6320,605,Monday
29-Aug-2022,Fish Curry Plate,48,120,5760,605,Monday
29-Aug-2022,Vegetable Khichuri,25,70,1750,605,Monday
29-Aug-2022,Dry Fish & Rice,41,100,4100,605,Monday
29-Aug-2022,Special Thali,29,160,4640,605,Monday
30-Aug-2022,Rice & Dal Thali,61,80,4880,606,Tuesday
30-Aug-2022,Fish Curry Plate,33,120,3960,606,Tuesday
30-Aug-2022,Vegetable Khichuri,34,70,2380,606,Tuesday
30-Aug-2022,Dry Fish & Rice,44,100,4400,606,Tuesday
30-Aug-2022,Special Thali,27,160,4320,606,Tuesday
31-Aug-2022,Rice & Dal Thali,68,80,5440,607,Wednesday
31-Aug-2022,Fish Curry Plate,40,120,4800,607,Wednesday
31-Aug-2022,Vegetable Khichuri,35,70,2450,607,Wednesday
31-Aug-2022,Dry Fish & Rice,44,100,4400,607,Wednesday
31-Aug-2022,Special Thali,35,160,5600,607,Wednesday
01-Sep-2022,Rice & Dal Thali,56,80,4480,608,Thursday
01-Sep-2022,Fish Curry Plate,46,120,5520,608,Thursday
01-Sep-2022,Vegetable Khichuri,24,70,1680,608,Thursday
01-Sep-2022,Dry Fish & Rice,30,100,3000,608,Thursday
01-Sep-2022,Special Thali,33,160,5280,608,Thursday
02-Sep-2022,Rice & Dal Thali,90,80,7200,609,Friday
02-Sep-2022,Fish Curry Plate,67,120,8040,609,Friday
02-Sep-2022,Vegetable Khichuri,50,70,3500,609,Friday
02-Sep-2022,Dry Fish & Rice,41,100,4100,609,Friday
02-Sep-2022,Special Thali,40,160,6400,609,Friday
03-Sep-2022,Rice & Dal Thali,99,80,7920,610,Saturday
03-Sep-2022,Fish Curry Plate,43,120,5160,610,Saturday
03-Sep-2022,Vegetable Khichuri,56,70,3920,610,Saturday
03-Sep-2022,Dry Fish & Rice,67,100,6700,610,Saturday
03-Sep-2022,Special Thali,28,160,4480,610,Saturday
04-Sep-2022,Rice & Dal Thali,57,80,4560,611,Sunday
04-Sep-2022,Fish Curry Plate,37,120,4440,611,Sunday
04-Sep-2022,Vegetable Khichuri,34,70,2380,611,Sunday
04-Sep-2022,Dry Fish & Rice,39,100,3900,611,Sunday
04-Sep-2022,Special Thali,26,160,4160,611,Sunday
05-Sep-2022,Rice & Dal Thali,64,80,5120,612,Monday
05-Sep-2022,Fish Curry Plate,58,120,6960,612,Monday
05-Sep-2022,Vegetable Khichuri,35,70,2450,612,Monday
05-Sep-2022,Dry Fish & Rice,40,100,4000,612,Monday
05-Sep-2022,Special Thali,41,160,6560,612,Monday
06-Sep-2022,Rice & Dal Thali,93,80,7440,613,Tuesday
06-Sep-2022,Fish Curry Plate,56,120,6720,613,Tuesday
06-Sep-2022,Vegetable Khichuri,31,70,2170,613,Tuesday
06-Sep-2022,Dry Fish & Rice,47,100,4700,613,Tuesday
06-Sep-2022,Special Thali,33,160,5280,613,Tuesday
07-Sep-2022,Rice & Dal Thali,56,80,4480,614,Wednesday
07-Sep-2022,Fish Curry Plate,39,120,4680,614,Wednesday
07-Sep-2022,Vegetable Khichuri,25,70,1750,614,Wednesday
07-Sep-2022,Dry Fish & Rice,31,100,3100,614,Wednesday
07-Sep-2022,Special Thali,28,160,4480,614,Wednesday
08-Sep-2022,Rice & Dal Thali,72,80,5760,615,Thursday
08-Sep-2022,Fish Curry Plate,46,120,5520,615,Thursday
08-Sep-2022,Vegetable Khichuri,24,70,1680,615,Thursday
08-Sep-2022,Dry Fish & Rice,42,100,4200,615,Thursday
08-Sep-2022,Special Thali,27,160,4320,615,Thursday
09-Sep-2022,Rice & Dal Thali,92,80,7360,616,Friday
09-Sep-2022,Fish Curry Plate,54,120,6480,616,Friday
09-Sep-2022,Vegetable Khichuri,30,70,2100,616,Friday
09-Sep-2022,Dry Fish & Rice,51,100,5100,616,Friday
09-Sep-2022,Special Thali,50,160,8000,616,Friday
10-Sep-2022,Rice & Dal Thali,99,80,7920,617,Saturday
10-Sep-2022,Fish Curry Plate,52,120,6240,617,Saturday
10-Sep-2022,Vegetable Khichuri,45,70,3150,617,Saturday
10-Sep-2022,Dry Fish & Rice,55,100,5500,617,Saturday
10-Sep-2022,Special Thali,37,160,5920,617,Saturday
11-Sep-2022,Rice & Dal Thali,88,80,7040,618,Sunday
11-Sep-2022,Fish Curry Plate,43,120,5160,618,Sunday
11-Sep-2022,Vegetable Khichuri,31,70,2170,618,Sunday
11-Sep-2022,Dry Fish & Rice,35,100,3500,618,Sunday
11-Sep-2022,Special Thali,39,160,6240,618,Sunday
12-Sep-2022,Rice & Dal Thali,87,80,6960,619,Monday
12-Sep-2022,Fish Curry Plate,40,120,4800,619,Monday
12-Sep-2022,Vegetable Khichuri,21,70,1470,619,Monday
12-Sep-2022,Dry Fish & Rice,46,100,4600,619,Monday
12-Sep-2022,Special Thali,34,160,5440,619,Monday
13-Sep-2022,Rice & Dal Thali,63,80,5040,620,Tuesday
13-Sep-2022,Fish Curry Plate,44,120,5280,620,Tuesday
13-Sep-2022,Vegetable Khichuri,34,70,2380,620,Tuesday
13-Sep-2022,Dry Fish & Rice,37,100,3700,620,Tuesday
13-Sep-2022,Special Thali,24,160,3840,620,Tuesday
14-Sep-2022,Rice & Dal Thali,93,80,7440,621,Wednesday
14-Sep-2022,Fish Curry Plate,53,120,6360,621,Wednesday
14-Sep-2022,Vegetable Khichuri,36,70,2520,621,Wednesday
14-Sep-2022,Dry Fish & Rice,45,100,4500,621,Wednesday
14-Sep-2022,Special Thali,28,160,4480,621,Wednesday
15-Sep-2022,Rice & Dal Thali,62,80,4960,622,Thursday
15-Sep-2022,Fish Curry Plate,55,120,6600,622,Thursday
15-Sep-2022,Vegetable Khichuri,26,70,1820,622,Thursday
15-Sep-2022,Dry Fish & Rice,42,100,4200,622,Thursday
15-Sep-2022,Special Thali,37,160,5920,622,Thursday
16-Sep-2022,Rice & Dal Thali,101,80,8080,623,Friday
16-Sep-2022,Fish Curry Plate,42,120,5040,623,Friday
16-Sep-2022,Vegetable Khichuri,34,70,2380,623,Friday
16-Sep-2022,Dry Fish & Rice,66,100,6600,623,Friday
16-Sep-2022,Special Thali,30,160,4800,623,Friday
17-Sep-2022,Rice & Dal Thali,93,80,7440,624,Saturday
17-Sep-2022,Fish Curry Plate,48,120,5760,624,Saturday
17-Sep-2022,Vegetable Khichuri,39,70,2730,624,Saturday
17-Sep-2022,Dry Fish & Rice,52,100,5200,624,Saturday
17-Sep-2022,Special Thali,36,160,5760,624,Saturday
18-Sep-2022,Rice & Dal Thali,72,80,5760,625,Sunday
18-Sep-2022,Fish Curry Plate,40,120,4800,625,Sunday
18-Sep-2022,Vegetable Khichuri,37,70,2590,625,Sunday
18-Sep-2022,Dry Fish & Rice,41,100,4100,625,Sunday
18-Sep-2022,Special Thali,33,160,5280,625,Sunday
19-Sep-2022,Rice & Dal Thali,72,80,5760,626,Monday
19-Sep-2022,Fish Curry Plate,32,120,3840,626,Monday
19-Sep-2022,Vegetable Khichuri,34,70,2380,626,Monday
19-Sep-2022,Dry Fish & Rice,26,100,2600,626,Monday
19-Sep-2022,Special Thali,24,160,3840,626,Monday
20-Sep-2022,Rice & Dal Thali,60,80,4800,627,Tuesday
20-Sep-2022,Fish Curry Plate,31,120,3720,627,Tuesday
20-Sep-2022,Vegetable Khichuri,39,70,2730,627,Tuesday
20-Sep-2022,Dry Fish & Rice,38,100,3800,627,Tuesday
20-Sep-2022,Special Thali,26,160,4160,627,Tuesday
21-Sep-2022,Rice & Dal Thali,64,80,5120,628,Wednesday
21-Sep-2022,Fish Curry Plate,52,120,6240,628,Wednesday
21-Sep-2022,Vegetable Khichuri,33,70,2310,628,Wednesday
21-Sep-2022,Dry Fish & Rice,44,100,4400,628,Wednesday
21-Sep-2022,Special Thali,36,160,5760,628,Wednesday
22-Sep-2022,Rice & Dal Thali,90,80,7200,629,Thursday
22-Sep-2022,Fish Curry Plate,48,120,5760,629,Thursday
22-Sep-2022,Vegetable Khichuri,42,70,2940,629,Thursday
22-Sep-2022,Dry Fish & Rice,39,100,3900,629,Thursday
22-Sep-2022,Special Thali,30,160,4800,629,Thursday
